instrument_token,LTP,last_trade_time
11176706,262.2,2023-02-13 12:54:38
11183106,550.6,2023-02-13 12:54:34
11176706,262.7,2023-02-13 12:54:38
11176706,262.4,2023-02-13 12:54:39
11183106,550.6,2023-02-13 12:54:34
11176706,262.75,2023-02-13 12:54:40
11183106,550.6,2023-02-13 12:54:34
11176706,263.0,2023-02-13 12:54:40
11176706,263.85,2023-02-13 12:54:41
11183106,549.15,2023-02-13 12:54:34
11183106,549.15,2023-02-13 12:54:41
11176706,263.85,2023-02-13 12:54:41
11176706,263.6,2023-02-13 12:54:42
11183106,547.9,2023-02-13 12:54:41
11183106,547.9,2023-02-13 12:54:42
11176706,263.5,2023-02-13 12:54:43
11176706,263.85,2023-02-13 12:54:43
11183106,549.4,2023-02-13 12:54:43
11176706,263.0,2023-02-13 12:54:44
11183106,551.0,2023-02-13 12:54:44
11183106,551.0,2023-02-13 12:54:44
11176706,262.3,2023-02-13 12:54:45
11176706,262.45,2023-02-13 12:54:45
11183106,550.5,2023-02-13 12:54:44
11176706,262.2,2023-02-13 12:54:46
11183106,550.5,2023-02-13 12:54:46
11176706,263.95,2023-02-13 12:54:47
11176706,264.0,2023-02-13 12:54:47
11183106,550.5,2023-02-13 12:54:46
11176706,263.65,2023-02-13 12:54:48
11183106,550.5,2023-02-13 12:54:46
11176706,264.0,2023-02-13 12:54:48
11183106,550.5,2023-02-13 12:54:46
11183106,550.5,2023-02-13 12:54:46
11176706,262.95,2023-02-13 12:54:49
11176706,262.45,2023-02-13 12:54:49
11183106,550.5,2023-02-13 12:54:46
11176706,263.15,2023-02-13 12:54:50
11183106,550.5,2023-02-13 12:54:46
11176706,263.55,2023-02-13 12:54:51
11176706,262.5,2023-02-13 12:54:52
11183106,550.5,2023-02-13 12:54:46
11176706,263.0,2023-02-13 12:54:53
11183106,550.05,2023-02-13 12:54:46
11183106,550.05,2023-02-13 12:54:53
11176706,262.9,2023-02-13 12:54:53
11183106,550.2,2023-02-13 12:54:53
11176706,262.9,2023-02-13 12:54:53
11183106,550.25,2023-02-13 12:54:53
11176706,262.95,2023-02-13 12:54:54
11176706,262.5,2023-02-13 12:54:55
11183106,550.25,2023-02-13 12:54:54
11183106,552.0,2023-02-13 12:54:55
11176706,261.9,2023-02-13 12:54:56
11176706,262.0,2023-02-13 12:54:56
11183106,551.1,2023-02-13 12:54:56
11176706,262.3,2023-02-13 12:54:57
11176706,262.0,2023-02-13 12:54:58
11183106,551.1,2023-02-13 12:54:56
11183106,551.1,2023-02-13 12:54:56
11176706,262.2,2023-02-13 12:54:58
11183106,551.1,2023-02-13 12:54:56
11176706,262.25,2023-02-13 12:54:59
11183106,551.1,2023-02-13 12:54:56
11176706,262.45,2023-02-13 12:55:00
11183106,551.15,2023-02-13 12:54:56
11176706,262.3,2023-02-13 12:55:00
11183106,551.15,2023-02-13 12:55:01
11176706,262.0,2023-02-13 12:55:01
11183106,551.15,2023-02-13 12:55:01
11176706,262.95,2023-02-13 12:55:01
11176706,263.65,2023-02-13 12:55:02
11183106,548.0,2023-02-13 12:55:02
11183106,547.2,2023-02-13 12:55:03
11176706,263.75,2023-02-13 12:55:03
11176706,264.9,2023-02-13 12:55:03
11183106,546.25,2023-02-13 12:55:03
11176706,265.25,2023-02-13 12:55:04
11183106,545.0,2023-02-13 12:55:03
11176706,265.5,2023-02-13 12:55:04
11183106,546.0,2023-02-13 12:55:04
11176706,264.2,2023-02-13 12:55:05
11183106,545.1,2023-02-13 12:55:05
11176706,264.5,2023-02-13 12:55:06
11183106,545.1,2023-02-13 12:55:05
11176706,264.55,2023-02-13 12:55:06
11176706,264.75,2023-02-13 12:55:07
11176706,264.4,2023-02-13 12:55:08
11183106,546.5,2023-02-13 12:55:07
11183106,546.5,2023-02-13 12:55:07
11176706,263.7,2023-02-13 12:55:08
11183106,546.5,2023-02-13 12:55:07
11176706,264.5,2023-02-13 12:55:09
11176706,264.7,2023-02-13 12:55:10
11183106,546.0,2023-02-13 12:55:07
11183106,545.15,2023-02-13 12:55:10
11176706,265.0,2023-02-13 12:55:10
11176706,266.75,2023-02-13 12:55:10
11183106,540.75,2023-02-13 12:55:11
11183106,540.0,2023-02-13 12:55:11
11176706,267.65,2023-02-13 12:55:12
11176706,267.95,2023-02-13 12:55:12
11183106,540.0,2023-02-13 12:55:13
11183106,540.0,2023-02-13 12:55:13
11176706,267.45,2023-02-13 12:55:13
11183106,540.0,2023-02-13 12:55:13
11176706,266.4,2023-02-13 12:55:14
11183106,544.95,2023-02-13 12:55:13
11176706,266.5,2023-02-13 12:55:14
11183106,544.85,2023-02-13 12:55:15
11176706,265.75,2023-02-13 12:55:15
11183106,546.35,2023-02-13 12:55:15
11176706,264.75,2023-02-13 12:55:15
11183106,546.35,2023-02-13 12:55:15
11176706,264.9,2023-02-13 12:55:16
11183106,546.15,2023-02-13 12:55:16
11176706,264.95,2023-02-13 12:55:16
11183106,546.15,2023-02-13 12:55:16
11176706,264.85,2023-02-13 12:55:17
11183106,546.15,2023-02-13 12:55:16
11176706,265.15,2023-02-13 12:55:18
11176706,265.0,2023-02-13 12:55:18
11183106,546.15,2023-02-13 12:55:16
11176706,264.8,2023-02-13 12:55:19
11183106,546.15,2023-02-13 12:55:16
11183106,548.1,2023-02-13 12:55:16
11176706,264.45,2023-02-13 12:55:19
11176706,263.7,2023-02-13 12:55:20
11183106,548.1,2023-02-13 12:55:20
11176706,263.7,2023-02-13 12:55:21
11176706,263.7,2023-02-13 12:55:21
11183106,549.55,2023-02-13 12:55:21
11176706,263.8,2023-02-13 12:55:22
11176706,263.1,2023-02-13 12:55:23
11183106,549.0,2023-02-13 12:55:22
11183106,549.0,2023-02-13 12:55:22
11176706,263.0,2023-02-13 12:55:23
11183106,549.35,2023-02-13 12:55:24
11176706,262.8,2023-02-13 12:55:24
11183106,552.0,2023-02-13 12:55:24
11176706,261.8,2023-02-13 12:55:24
11176706,261.8,2023-02-13 12:55:25
11183106,550.0,2023-02-13 12:55:25
11176706,262.3,2023-02-13 12:55:25
11176706,262.7,2023-02-13 12:55:26
11183106,551.15,2023-02-13 12:55:26
11176706,262.3,2023-02-13 12:55:27
11183106,551.15,2023-02-13 12:55:26
11176706,261.35,2023-02-13 12:55:27
11183106,548.8,2023-02-13 12:55:28
11176706,262.9,2023-02-13 12:55:28
11176706,263.5,2023-02-13 12:55:28
11183106,548.8,2023-02-13 12:55:28
11183106,549.0,2023-02-13 12:55:29
11176706,263.05,2023-02-13 12:55:29
11176706,263.2,2023-02-13 12:55:29
11183106,547.9,2023-02-13 12:55:30
11176706,262.8,2023-02-13 12:55:31
11183106,547.9,2023-02-13 12:55:30
11183106,547.9,2023-02-13 12:55:30
11176706,262.2,2023-02-13 12:55:31
11183106,547.9,2023-02-13 12:55:30
11176706,262.0,2023-02-13 12:55:31
11176706,263.0,2023-02-13 12:55:32
11183106,550.2,2023-02-13 12:55:33
11176706,262.5,2023-02-13 12:55:33
11176706,262.25,2023-02-13 12:55:33
11176706,262.3,2023-02-13 12:55:34
11183106,550.2,2023-02-13 12:55:33
11176706,262.35,2023-02-13 12:55:34
11183106,550.2,2023-02-13 12:55:33
11183106,551.35,2023-02-13 12:55:33
11176706,262.1,2023-02-13 12:55:35
11176706,262.05,2023-02-13 12:55:35
11183106,549.3,2023-02-13 12:55:35
11176706,261.85,2023-02-13 12:55:36
11183106,549.3,2023-02-13 12:55:35
11183106,552.0,2023-02-13 12:55:37
11183106,552.0,2023-02-13 12:55:37
11176706,262.0,2023-02-13 12:55:37
11176706,262.45,2023-02-13 12:55:38
11183106,552.0,2023-02-13 12:55:37
11176706,261.95,2023-02-13 12:55:39
11183106,552.0,2023-02-13 12:55:37
11176706,261.95,2023-02-13 12:55:39
11183106,552.0,2023-02-13 12:55:37
11176706,261.95,2023-02-13 12:55:40
11183106,552.0,2023-02-13 12:55:37
11176706,262.1,2023-02-13 12:55:40
11176706,261.65,2023-02-13 12:55:41
11176706,261.7,2023-02-13 12:55:42
11183106,552.0,2023-02-13 12:55:37
11183106,550.3,2023-02-13 12:55:42
11176706,261.25,2023-02-13 12:55:43
11183106,550.3,2023-02-13 12:55:42
11176706,262.0,2023-02-13 12:55:43
11176706,261.2,2023-02-13 12:55:44
11176706,261.2,2023-02-13 12:55:44
11183106,550.3,2023-02-13 12:55:42
11176706,261.1,2023-02-13 12:55:45
11176706,261.7,2023-02-13 12:55:46
11183106,550.3,2023-02-13 12:55:42
11176706,261.3,2023-02-13 12:55:46
11183106,550.3,2023-02-13 12:55:42
11176706,261.35,2023-02-13 12:55:47
11183106,552.0,2023-02-13 12:55:42
11176706,261.05,2023-02-13 12:55:48
11183106,550.8,2023-02-13 12:55:49
11176706,260.95,2023-02-13 12:55:48
11183106,550.8,2023-02-13 12:55:49
11176706,261.4,2023-02-13 12:55:49
11176706,261.85,2023-02-13 12:55:50
11176706,262.0,2023-02-13 12:55:50
11183106,550.8,2023-02-13 12:55:49
11176706,262.45,2023-02-13 12:55:50
11183106,550.0,2023-02-13 12:55:49
11183106,550.0,2023-02-13 12:55:51
11176706,261.65,2023-02-13 12:55:52
11176706,261.7,2023-02-13 12:55:52
11183106,550.3,2023-02-13 12:55:52
11183106,552.3,2023-02-13 12:55:52
11176706,260.6,2023-02-13 12:55:53
11183106,552.3,2023-02-13 12:55:52
11176706,261.1,2023-02-13 12:55:53
11176706,261.1,2023-02-13 12:55:54
11183106,552.0,2023-02-13 12:55:53
11183106,552.0,2023-02-13 12:55:53
11176706,261.2,2023-02-13 12:55:54
11176706,260.6,2023-02-13 12:55:55
11183106,551.6,2023-02-13 12:55:55
11176706,261.05,2023-02-13 12:55:56
11176706,261.05,2023-02-13 12:55:56
11183106,551.6,2023-02-13 12:55:55
11176706,260.8,2023-02-13 12:55:57
11183106,551.6,2023-02-13 12:55:55
11176706,261.5,2023-02-13 12:55:57
11183106,551.15,2023-02-13 12:55:55
11183106,551.15,2023-02-13 12:55:57
11176706,261.5,2023-02-13 12:55:58
11176706,261.25,2023-02-13 12:55:59
11183106,551.15,2023-02-13 12:55:57
11183106,552.35,2023-02-13 12:55:59
11176706,261.65,2023-02-13 12:55:59
11183106,552.35,2023-02-13 12:55:59
11176706,261.45,2023-02-13 12:55:59
11176706,261.3,2023-02-13 12:56:01
11176706,261.2,2023-02-13 12:56:01
11183106,552.35,2023-02-13 12:55:59
11183106,552.35,2023-02-13 12:55:59
11176706,261.1,2023-02-13 12:56:01
11183106,552.35,2023-02-13 12:55:59
11176706,261.1,2023-02-13 12:56:01
11176706,261.9,2023-02-13 12:56:03
11183106,552.65,2023-02-13 12:55:59
11183106,550.8,2023-02-13 12:56:03
11176706,261.3,2023-02-13 12:56:04
11183106,551.1,2023-02-13 12:56:03
11176706,261.25,2023-02-13 12:56:05
11176706,261.8,2023-02-13 12:56:05
11183106,552.5,2023-02-13 12:56:05
11176706,262.0,2023-02-13 12:56:06
11183106,552.5,2023-02-13 12:56:05
11183106,552.5,2023-02-13 12:56:05
11176706,261.75,2023-02-13 12:56:07
11183106,552.5,2023-02-13 12:56:05
11176706,261.4,2023-02-13 12:56:07
11176706,261.65,2023-02-13 12:56:07
11183106,552.65,2023-02-13 12:56:07
11183106,552.65,2023-02-13 12:56:07
11176706,261.4,2023-02-13 12:56:08
11183106,552.25,2023-02-13 12:56:09
11176706,261.4,2023-02-13 12:56:08
11176706,264.0,2023-02-13 12:56:09
11183106,547.6,2023-02-13 12:56:09
11176706,265.05,2023-02-13 12:56:10
11176706,265.45,2023-02-13 12:56:10
11183106,547.6,2023-02-13 12:56:09
11183106,547.6,2023-02-13 12:56:09
11176706,265.0,2023-02-13 12:56:11
11176706,265.5,2023-02-13 12:56:12
11176706,265.7,2023-02-13 12:56:12
11183106,544.35,2023-02-13 12:56:09
11176706,265.2,2023-02-13 12:56:13
11183106,544.35,2023-02-13 12:56:12
11176706,265.9,2023-02-13 12:56:13
11183106,544.45,2023-02-13 12:56:13
11176706,264.55,2023-02-13 12:56:14
11183106,544.45,2023-02-13 12:56:13
11176706,265.0,2023-02-13 12:56:15
11183106,543.75,2023-02-13 12:56:15
11183106,544.9,2023-02-13 12:56:16
11176706,264.75,2023-02-13 12:56:16
11176706,263.95,2023-02-13 12:56:16
11183106,546.95,2023-02-13 12:56:16
11176706,264.1,2023-02-13 12:56:17
11183106,546.95,2023-02-13 12:56:16
11176706,265.05,2023-02-13 12:56:18
11176706,264.8,2023-02-13 12:56:18
11183106,546.95,2023-02-13 12:56:16
11176706,264.75,2023-02-13 12:56:19
11183106,546.95,2023-02-13 12:56:16
11183106,546.2,2023-02-13 12:56:16
11176706,264.95,2023-02-13 12:56:19
11176706,264.85,2023-02-13 12:56:20
11183106,546.2,2023-02-13 12:56:19
11183106,547.1,2023-02-13 12:56:19
11176706,264.75,2023-02-13 12:56:20
11183106,547.65,2023-02-13 12:56:21
11176706,263.9,2023-02-13 12:56:21
11183106,548.75,2023-02-13 12:56:21
11176706,263.2,2023-02-13 12:56:22
11176706,263.25,2023-02-13 12:56:22
11183106,548.75,2023-02-13 12:56:21
11176706,263.15,2023-02-13 12:56:23
11183106,547.5,2023-02-13 12:56:23
11176706,263.9,2023-02-13 12:56:23
11176706,263.95,2023-02-13 12:56:24
11183106,549.75,2023-02-13 12:56:25
11176706,262.0,2023-02-13 12:56:25
11176706,262.25,2023-02-13 12:56:26
11176706,261.55,2023-02-13 12:56:26
11183106,549.75,2023-02-13 12:56:25
11183106,550.25,2023-02-13 12:56:27
11176706,262.25,2023-02-13 12:56:26
11183106,550.25,2023-02-13 12:56:27
11176706,261.6,2023-02-13 12:56:27
11183106,551.85,2023-02-13 12:56:28
11176706,262.0,2023-02-13 12:56:28
11176706,262.15,2023-02-13 12:56:28
11183106,551.85,2023-02-13 12:56:28
11176706,262.15,2023-02-13 12:56:29
11183106,553.05,2023-02-13 12:56:29
11176706,261.75,2023-02-13 12:56:29
11176706,262.9,2023-02-13 12:56:30
11183106,553.05,2023-02-13 12:56:29
11176706,262.1,2023-02-13 12:56:31
11183106,553.05,2023-02-13 12:56:29
11183106,550.4,2023-02-13 12:56:29
11176706,262.25,2023-02-13 12:56:32
11176706,261.95,2023-02-13 12:56:33
11183106,549.8,2023-02-13 12:56:32
11183106,550.45,2023-02-13 12:56:33
11176706,261.7,2023-02-13 12:56:34
11183106,550.45,2023-02-13 12:56:33
11183106,550.75,2023-02-13 12:56:33
11176706,261.75,2023-02-13 12:56:34
11176706,261.35,2023-02-13 12:56:35
11183106,550.5,2023-02-13 12:56:35
11176706,262.15,2023-02-13 12:56:36
11183106,550.5,2023-02-13 12:56:35
11183106,550.65,2023-02-13 12:56:36
11176706,261.65,2023-02-13 12:56:36
11176706,261.65,2023-02-13 12:56:37
11183106,550.65,2023-02-13 12:56:36
11183106,550.65,2023-02-13 12:56:36
11176706,261.85,2023-02-13 12:56:37
11176706,262.0,2023-02-13 12:56:38
11183106,550.65,2023-02-13 12:56:36
11176706,262.15,2023-02-13 12:56:39
11176706,262.25,2023-02-13 12:56:39
11183106,550.65,2023-02-13 12:56:36
11183106,550.65,2023-02-13 12:56:36
11176706,261.85,2023-02-13 12:56:40
11183106,552.35,2023-02-13 12:56:40
11176706,261.85,2023-02-13 12:56:40
11183106,552.35,2023-02-13 12:56:40
11176706,261.65,2023-02-13 12:56:41
11176706,261.5,2023-02-13 12:56:42
11183106,552.35,2023-02-13 12:56:40
11176706,263.7,2023-02-13 12:56:42
11183106,552.35,2023-02-13 12:56:40
11176706,264.1,2023-02-13 12:56:43
11183106,547.0,2023-02-13 12:56:43
11176706,264.2,2023-02-13 12:56:43
11183106,547.0,2023-02-13 12:56:43
11176706,263.95,2023-02-13 12:56:44
11176706,264.1,2023-02-13 12:56:44
11183106,541.45,2023-02-13 12:56:45
11176706,266.5,2023-02-13 12:56:45
11183106,541.45,2023-02-13 12:56:45
11176706,266.7,2023-02-13 12:56:46
11176706,267.3,2023-02-13 12:56:47
11183106,541.45,2023-02-13 12:56:45
11183106,542.0,2023-02-13 12:56:47
11176706,266.6,2023-02-13 12:56:47
11176706,265.45,2023-02-13 12:56:48
11183106,542.0,2023-02-13 12:56:47
11183106,542.0,2023-02-13 12:56:47
11176706,265.35,2023-02-13 12:56:48
11176706,264.55,2023-02-13 12:56:49
11183106,544.5,2023-02-13 12:56:49
11176706,264.6,2023-02-13 12:56:49
11176706,264.35,2023-02-13 12:56:50
11183106,545.45,2023-02-13 12:56:50
11183106,546.0,2023-02-13 12:56:50
11176706,264.05,2023-02-13 12:56:50
11183106,546.15,2023-02-13 12:56:50
11176706,266.0,2023-02-13 12:56:51
11183106,544.05,2023-02-13 12:56:51
11176706,265.6,2023-02-13 12:56:52
11183106,544.05,2023-02-13 12:56:51
11176706,265.85,2023-02-13 12:56:53
11176706,266.4,2023-02-13 12:56:54
11183106,543.5,2023-02-13 12:56:54
11176706,265.0,2023-02-13 12:56:54
11183106,543.5,2023-02-13 12:56:54
11183106,544.15,2023-02-13 12:56:55
11176706,265.45,2023-02-13 12:56:55
11176706,265.2,2023-02-13 12:56:55
11183106,543.95,2023-02-13 12:56:55
11176706,264.3,2023-02-13 12:56:56
11176706,264.35,2023-02-13 12:56:56
11183106,545.7,2023-02-13 12:56:56
11183106,545.7,2023-02-13 12:56:56
11176706,264.45,2023-02-13 12:56:57
11176706,264.3,2023-02-13 12:56:58
11183106,545.7,2023-02-13 12:56:56
11183106,545.7,2023-02-13 12:56:56
11176706,264.45,2023-02-13 12:56:59
11176706,264.05,2023-02-13 12:56:59
11176706,264.6,2023-02-13 12:57:00
11183106,547.15,2023-02-13 12:56:59
11183106,545.7,2023-02-13 12:57:00
11176706,264.2,2023-02-13 12:57:00
11176706,263.85,2023-02-13 12:57:01
11183106,545.7,2023-02-13 12:57:00
11176706,263.85,2023-02-13 12:57:01
11176706,265.15,2023-02-13 12:57:02
11183106,545.7,2023-02-13 12:57:00
11183106,543.8,2023-02-13 12:57:03
11176706,266.0,2023-02-13 12:57:02
11176706,266.0,2023-02-13 12:57:03
11183106,545.05,2023-02-13 12:57:04
11176706,265.7,2023-02-13 12:57:03
11176706,264.5,2023-02-13 12:57:05
11176706,264.8,2023-02-13 12:57:05
11183106,545.05,2023-02-13 12:57:04
11183106,545.45,2023-02-13 12:57:06
11176706,265.25,2023-02-13 12:57:06
11176706,265.4,2023-02-13 12:57:06
11176706,264.85,2023-02-13 12:57:07
11183106,545.45,2023-02-13 12:57:06
11176706,265.6,2023-02-13 12:57:07
11183106,546.6,2023-02-13 12:57:08
11176706,264.5,2023-02-13 12:57:08
11183106,545.5,2023-02-13 12:57:08
11176706,264.35,2023-02-13 12:57:09
11176706,264.7,2023-02-13 12:57:09
11183106,545.5,2023-02-13 12:57:09
11183106,545.5,2023-02-13 12:57:09
11176706,265.1,2023-02-13 12:57:10
11183106,546.95,2023-02-13 12:57:11
11176706,264.95,2023-02-13 12:57:10
11176706,264.8,2023-02-13 12:57:11
11183106,545.5,2023-02-13 12:57:11
11183106,545.5,2023-02-13 12:57:11
11176706,266.0,2023-02-13 12:57:12
11183106,544.0,2023-02-13 12:57:12
11183106,544.0,2023-02-13 12:57:12
11176706,265.0,2023-02-13 12:57:13
11176706,264.5,2023-02-13 12:57:13
11183106,544.0,2023-02-13 12:57:12
11183106,546.35,2023-02-13 12:57:14
11176706,264.1,2023-02-13 12:57:14
11176706,264.25,2023-02-13 12:57:15
11183106,546.35,2023-02-13 12:57:15
11183106,546.35,2023-02-13 12:57:15
11176706,264.35,2023-02-13 12:57:15
11176706,264.5,2023-02-13 12:57:16
11183106,546.35,2023-02-13 12:57:15
11176706,264.5,2023-02-13 12:57:16
11183106,546.35,2023-02-13 12:57:15
11183106,546.35,2023-02-13 12:57:15
11176706,264.5,2023-02-13 12:57:17
11183106,546.35,2023-02-13 12:57:15
11176706,265.15,2023-02-13 12:57:18
11183106,545.5,2023-02-13 12:57:15
11176706,265.1,2023-02-13 12:57:18
11176706,265.5,2023-02-13 12:57:19
11183106,545.5,2023-02-13 12:57:18
11176706,265.05,2023-02-13 12:57:19
11183106,545.5,2023-02-13 12:57:18
11176706,265.15,2023-02-13 12:57:20
11176706,264.0,2023-02-13 12:57:21
11183106,545.65,2023-02-13 12:57:20
11183106,545.65,2023-02-13 12:57:20
11176706,265.15,2023-02-13 12:57:21
11183106,545.65,2023-02-13 12:57:20
11176706,264.65,2023-02-13 12:57:22
11183106,545.3,2023-02-13 12:57:22
11176706,265.05,2023-02-13 12:57:23
11183106,545.3,2023-02-13 12:57:22
11176706,264.75,2023-02-13 12:57:23
11176706,265.1,2023-02-13 12:57:23
11183106,545.3,2023-02-13 12:57:22
11183106,545.3,2023-02-13 12:57:22
11176706,264.3,2023-02-13 12:57:24
11176706,264.45,2023-02-13 12:57:25
11183106,545.3,2023-02-13 12:57:22
11183106,542.0,2023-02-13 12:57:26
11176706,266.8,2023-02-13 12:57:25
11176706,266.75,2023-02-13 12:57:26
11183106,541.6,2023-02-13 12:57:26
11183106,541.6,2023-02-13 12:57:26
11176706,267.3,2023-02-13 12:57:27
11183106,537.3,2023-02-13 12:57:26
11176706,268.8,2023-02-13 12:57:28
11183106,537.3,2023-02-13 12:57:27
11183106,537.15,2023-02-13 12:57:27
11176706,268.3,2023-02-13 12:57:29
11183106,536.5,2023-02-13 12:57:29
11176706,268.35,2023-02-13 12:57:29
11183106,537.2,2023-02-13 12:57:29
11176706,268.5,2023-02-13 12:57:30
11183106,537.2,2023-02-13 12:57:30
11176706,268.5,2023-02-13 12:57:30
11183106,535.6,2023-02-13 12:57:31
11176706,269.0,2023-02-13 12:57:31
11183106,537.45,2023-02-13 12:57:31
11176706,268.3,2023-02-13 12:57:31
11176706,268.55,2023-02-13 12:57:32
11183106,537.45,2023-02-13 12:57:31
11176706,269.35,2023-02-13 12:57:32
11183106,533.5,2023-02-13 12:57:32
11183106,533.35,2023-02-13 12:57:33
11176706,269.45,2023-02-13 12:57:33
11183106,535.0,2023-02-13 12:57:33
11176706,268.25,2023-02-13 12:57:34
11183106,535.0,2023-02-13 12:57:34
11176706,268.55,2023-02-13 12:57:35
